stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\marth\Documents\GitHub\TP5-EDA\TP5EDA\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.12046] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12051] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12054] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12058] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12062] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12066] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12068] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12072] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12075] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12079] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12081] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12084] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12086] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12090] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12092] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12096] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12098] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12102] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12105] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12109] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12112] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12116] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12119] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12121] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12124] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12127] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12130] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12133] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12136] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12138] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12140] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12143] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12145] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12149] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12152] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12156] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12160] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12163] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12165] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12168] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12170] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12174] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12176] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12178] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12181] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12185] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12188] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12192] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12196] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12198] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12200] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12203] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12205] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12208] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12210] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12212] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12214] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12217] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12219] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12222] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12224] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12226] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12228] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12231] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12233] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12236] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12239] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12244] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12247] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12250] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12252] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12254] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12256] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12259] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12261] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12263] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12265] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12268] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12270] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12272] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.12284] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.12368] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.12375] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.15127] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.18929] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.18936] Success
d3d      D         d3d_disp.cpp:1691 d3d_create_display_internals     [   0.18941] Resumed after wait.
d3d      I         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.18950] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1755 d3d_create_display_internals     [   0.18955] Returning d3d_display: 030FEA68
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.18957] al_display=030FEA68
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.18959] al_display->vt=030DB690
system   D            wsystem.c:738  maybe_parent_dir                 [   0.18981] Also searching C:\Users\marth\Documents\GitHub\TP5-EDA\TP5EDA\
system   D            wsystem.c:788  _al_win_safe_load_library        [   0.19008] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:699  load_library_at_path             [   0.19012] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:702  load_library_at_path             [   0.19477] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.19484] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.19494] added dtor for timer 03126918, func 0F061744
dtor     D               dtor.c:196  _al_register_destructor          [   0.19500] added dtor for timer 031254D8, func 0F061744
dtor     D               dtor.c:196  _al_register_destructor          [   0.19504] added dtor for timer 03126768, func 0F061744
dtor     D               dtor.c:196  _al_register_destructor          [   0.19508] added dtor for queue 031045C8, func 0F0623A1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.19572] opening Scenario.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19654] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19657] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19660] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19662] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19664] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19666] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19668] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19670] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19672] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.19674] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.19676] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.19678] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.19680] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.19945] added dtor for bitmap 058B4848, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.24944] opening mountains.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24967] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24970] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24972] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24974] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24976] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24979] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24981] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24983] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24985] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.24987] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.24989] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.24991] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.24993] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.25883] added dtor for bitmap 058A8760, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.27112] opening wwalk-F1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27161] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27171] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27177] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27180] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27182] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27184] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27186] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27188] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27190] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.27192] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.27195] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.27197] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.27200] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27446] added dtor for bitmap 058A3DF8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.27492] opening wwalk-F2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27512] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27514] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27516] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27518] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27520] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27522] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27524] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27526] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27528] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.27530] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.27532] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.27534] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.27537] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27570] added dtor for bitmap 058A5650, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.27609] opening wwalk-F3.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27635] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27639] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27642] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27645] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27648] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27651] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27655] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27658] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27661] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.27664] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.27667] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.27671] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.27674] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27711] added dtor for bitmap 058A4850, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.27753] opening wwalk-F4.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27772] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27774] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27776] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27778] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27780] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27782] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27784] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27786] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27788] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.27790] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.27792] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.27795] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.27797] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27824] added dtor for bitmap 058A4BF8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.27862] opening wwalk-F5.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27890] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27894] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27898] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27901] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27905] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27908] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27911] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27914] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.27918] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.27921] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.27924] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.27928] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.27930] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.27959] added dtor for bitmap 058A4E98, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28006] opening wwalk-F6.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28031] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28035] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28038] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28041] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28044] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28047] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28050] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28053] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28056] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28059] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28061] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28064] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28067] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28095] added dtor for bitmap 058A9058, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28142] opening wwalk-F7.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28168] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28172] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28175] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28179] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28182] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28185] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28188] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28192] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28195] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28198] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28201] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28205] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28208] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28233] added dtor for bitmap 058A5330, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28277] opening wwalk-F8.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28298] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28301] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28305] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28308] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28312] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28315] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28319] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28322] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28325] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28328] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28331] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28334] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28337] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28359] added dtor for bitmap 058A6CD8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28400] opening wwalk-F9.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28422] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28425] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28428] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28431] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28435] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28438] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28441] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28444] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28447] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28450] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28453] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28456] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28460] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28481] added dtor for bitmap 058AEAC8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28522] opening wwalk-F10.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28543] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28547] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28550] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28553] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28556] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28559] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28562] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28565] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28568] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28571] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28574] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28578] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28581] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28613] added dtor for bitmap 058AF048, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28658] opening wwalk-F11.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28685] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28688] Fake format
